"Author","Year","Art_ID","Experimental_Unit","Group","Species","Strain","Sex","Age_wks","Duration_wks","Method","Diet_P","Diet_C","Diet_F","Diet_Iso","Diet_Leu","Diet_Val","Diet_BCAA","Diet_kJ_g","Trait","Time_fasted","Change_Adjusted","n","Mean","SD","unique_ID"
"Muramatsu ",1971,44,"44_1","44_1_4","R","Donryu_rat","M",NA,3,"ad_lib",14.7,74.4,10.9,5.36,0.84,0.61,6.81,17.4,"intake",0,NA,6,8.80952381,NA,"44_1"
"Nassl",2011,46,"46_1","46_1_1","M","C57Bl6_mouse",NA,NA,0.714286,"ad_lib",9,72,19,0.389,0.734,0.51,1.633,18.3,"intake",0,NA,10,4.2436,0.5077,"46_1"
"Nassl",2011,46,"46_1","46_1_2","M","C57Bl6_mouse",NA,NA,0.714286,"ad_lib",23,66,11,1.01,1.91,1.31,4.23,18,"intake",0,NA,10,4.6844,0.607,"46_1"
"Nassl",2011,46,"46_1","46_1_3","M","C57Bl6_mouse",NA,NA,0.714286,"ad_lib",48,32,20,2.11,3.98,2.76,8.85,20.3,"intake",0,NA,10,3.4732,0.4427,"46_1"
"Nassl",2011,46,"46_2","46_2_1","M","C57Bl6_mouse",NA,NA,2.571429,"ad_lib",23,66,11,1.01,1.91,1.31,4.23,18,"intake",0,NA,3,4.2651,0.311,"46_2"
"Nassl",2011,46,"46_2","46_2_2","M","C57Bl6_mouse",NA,NA,2.571429,"ad_lib",48,32,20,2.11,3.98,2.76,8.85,20.3,"intake",0,NA,3,3.4732,0.4427,"46_2"
"Noatsch ",2011,47,"47_1","47_1_1","M","C57Bl6_mouse",NA,NA,14,"ad_lib",21.3,67,11.8,1.1289,3.5358,1.065,5.7297,14.3,"intake",0,NA,10,3.87755102,2.295918367,"47_1"
"Noatsch ",2011,47,"47_1","47_1_2","M","C57Bl6_mouse",NA,NA,14,"ad_lib",26,62.2,11.8,1.014,10.192,0.9672,12.1732,14.3,"intake",0,NA,10,3.612244898,3.306122449,"47_1"
"Noatsch ",2011,47,"47_1","47_1_3","M","C57Bl6_mouse",NA,NA,14,"ad_lib",53.2,35.1,11.8,2.8728,9.7888,2.4472,15.1088,14.3,"intake",0,NA,10,3.673469388,3.306122449,"47_1"
"Ohguri ",1980,49,"49_1","49_1_1","R","Donryu_rat","F",NA,4,"ad_lib",8.38,70.8,20.8,0.297,0.65,0.418,1.365,18.25,"intake",0,NA,10,5.4,0.6,"49_1"
